680000,125, 92, 109, 82, 101, 100, 107, 84, 110, 99
690000,102, 105, 98, 108, 103, 100, 107, 115, 86, 99
700000,117, 84, 113, 112, 87, 105, 103, 108, 86, 98
710000,101, 117, 105, 91, 100, 91, 84, 113, 110, 83
720000,126, 91, 103, 98, 98, 99, 110, 98, 110, 85
730000,126, 87, 113, 113, 91, 101, 101, 94, 101, 84
740000,121, 104, 95, 104, 96, 100, 92, 105, 95, 98
750000,126, 96, 106, 96, 101, 92, 104, 96, 105, 97
760000,108, 115, 90, 94, 112, 103, 115, 101, 94, 87
770000,120, 99, 94, 96, 104, 94, 99, 116, 98, 115
780000,108, 117, 89, 112, 102, 119, 103, 119, 105, 125
790000,114, 108, 121, 103, 121, 100, 116, 100, 127, 103
800000,154, 93, 92, 93, 95, 111, 105, 118, 91, 100
810000,152, 91, 97, 97, 94, 135, 101, 114, 98, 125
820000,130, 113, 106, 107, 105, 123, 101, 125, 122, 104
830000,155, 105, 105, 98, 94, 135, 100, 117, 98, 127
840000,131, 97, 131, 120, 101, 98, 119, 129, 128, 109
850000,103, 131, 112, 127, 106, 147, 134, 103, 110, 131
860000,133, 122, 104, 96, 107, 102, 121, 103, 126, 137
870000,138, 97, 140, 116, 112, 106, 137, 98, 94, 107
880000,143, 102, 143, 128, 108, 112, 145, 127, 114, 116
890000,142, 107, 101, 100, 102, 144, 136, 112, 134, 124
900000,169, 147, 110, 134, 140, 161, 131, 121, 132, 107
910000,142, 108, 141, 134, 140, 156, 138, 120, 103, 99
920000,147, 134, 135, 124, 157, 141, 123, 158, 163, 140
930000,192, 158, 131, 149, 162, 139, 120, 145, 152, 171
940000,147, 139, 119, 119, 109, 160, 127, 150, 161, 145
950000,181, 143, 119, 144, 147, 149, 149, 151, 152, 155
960000,143, 125, 139, 115, 112, 111, 163, 124, 170, 152
970000,195, 153, 138, 147, 123, 152, 147, 158, 182, 161
980000,190, 175, 154, 127, 152, 152, 151, 147, 151, 144
990000,158, 131, 147, 123, 150, 152, 147, 142, 142, 140
1000000,153, 129, 152, 121, 115, 120, 113, 124, 154, 158
1010000,143, 128, 146, 121, 156, 158, 123, 120, 168, 142
1020000,130, 175, 133, 171, 159, 169, 118, 126, 149, 144
1030000,222, 151, 188, 179, 171, 196, 181, 140, 193, 191
1040000,166, 227, 142, 177, 222, 180, 156, 180, 160, 138
1050000,170, 149, 292, 134, 133, 171, 136, 202, 182, 158
1060000,207, 172, 218, 144, 202, 185, 145, 149, 155, 235
1070000,211, 141, 169, 210, 216, 134, 155, 186, 220, 185
1080000,192, 190, 181, 179, 158, 217, 191, 198, 190, 183
1090000,229, 163, 215, 237, 191, 195, 174, 191, 174, 165
1100000,222, 190, 183, 192, 205, 221, 187, 182, 194, 200
1110000,210, 155, 188, 153, 148, 200, 195, 220, 206, 181
1120000,200, 185, 240, 232, 175, 237, 235, 190, 175, 239
1130000,194, 173, 217, 169, 152, 152, 246, 192, 189, 212
1140000,256, 206, 175, 198, 189, 199, 173, 214, 226, 221
1150000,205, 163, 204, 149, 175, 243, 192, 222, 253, 205
1160000,164, 231, 226, 237, 234, 225, 221, 239, 244, 227
1170000,205, 165, 206, 173, 216, 181, 215, 264, 228, 218
1180000,206, 156, 174, 155, 209, 203, 205, 205, 199, 220
1190000,187, 159, 199, 202, 213, 198, 210, 207, 217, 210
1200000,191, 152, 203, 219, 201, 203, 201, 194, 187, 167
1210000,209, 149, 205, 208, 183, 180, 158, 205, 242, 204
1220000,256, 189, 252, 178, 252, 228, 245, 237, 263, 242
1230000,232, 163, 257, 189, 160, 231, 231, 229, 223, 268
1240000,192, 249, 199, 222, 251, 287, 188, 280, 192, 234
1250000,176, 221, 191, 235, 202, 227, 264, 235, 263, 237
1260000,223, 173, 241, 206, 263, 206, 238, 253, 250, 243
1270000,186, 231, 200, 251, 259, 249, 256, 241, 219, 253
1280000,242, 231, 268, 242, 270, 238, 258, 193, 240, 243
1290000,258, 191, 272, 244, 254, 219, 262, 199, 279, 194
1300000,248, 239, 246, 250, 250, 246, 248, 240, 252, 236
1310000,181, 255, 206, 183, 261, 247, 259, 262, 244, 234
1320000,227, 188, 230, 263, 247, 230, 256, 268, 245, 242
1330000,254, 252, 236, 236, 244, 267, 224, 270, 240, 272
1340000,261, 240, 275, 217, 188, 278, 234, 188, 228, 217
1350000,173, 226, 174, 224, 219, 229, 212, 223, 217, 223
1360000,172, 214, 173, 184, 198, 219, 228, 217, 236, 232
1370000,174, 219, 172, 197, 196, 227, 233, 224, 237, 216
1380000,228, 232, 232, 219, 231, 223, 242, 215, 225, 218
1390000,236, 218, 230, 261, 259, 204, 231, 233, 296, 261
1400000,198, 249, 212, 220, 235, 260, 292, 253, 266, 265
1410000,199, 268, 196, 304, 228, 272, 215, 279, 220, 274
1420000,261, 254, 243, 257, 242, 262, 251, 256, 289, 259
1430000,253, 260, 221, 207, 291, 232, 206, 226, 211, 227
1440000,240, 213, 210, 203, 306, 254, 260, 264, 269, 262
1450000,276, 275, 223, 205, 275, 296, 246, 272, 273, 241
1460000,221, 251, 201, 257, 246, 237, 246, 265, 243, 208
1470000,299, 245, 254, 254, 254, 241, 259, 250, 263, 240
1480000,211, 209, 200, 213, 225, 248, 261, 241, 255, 245
1490000,286, 232, 203, 220, 251, 240, 260, 252, 256, 249
1500000,215, 213, 203, 216, 258, 252, 266, 246, 239, 250
1510000,227, 208, 198, 275, 263, 230, 284, 264, 228, 285
1520000,270, 231, 224, 217, 224, 259, 246, 264, 258, 259
1530000,205, 244, 209, 280, 224, 259, 290, 247, 230, 225
1540000,307, 201, 238, 237, 280, 241, 284, 241, 264, 246
1550000,222, 216, 210, 204, 277, 249, 256, 248, 261, 258
1560000,310, 228, 201, 221, 267, 264, 253, 272, 255, 262
1570000,237, 215, 214, 282, 253, 259, 250, 259, 252, 258
1580000,236, 216, 208, 268, 251, 247, 248, 243, 247, 347
1590000,220, 277, 282, 287, 275, 294, 282, 280, 271, 280
1600000,256, 217, 222, 247, 257, 262, 266, 289, 265, 269
1610000,256, 224, 219, 250, 242, 264, 290, 261, 269, 261
1620000,254, 220, 219, 232, 279, 277, 270, 289, 267, 282
1630000,268, 227, 219, 234, 284, 285, 271, 267, 272, 295
1640000,334, 288, 258, 286, 303, 272, 250, 237, 239, 304
1650000,309, 259, 264, 229, 338, 262, 264, 244, 287, 312
1660000,353, 284, 251, 384, 233, 232, 291, 251, 317, 277
1670000,239, 278, 244, 309, 273, 241, 271, 282, 272, 312
1680000,360, 385, 228, 237, 286, 315, 266, 326, 294, 287
1690000,225, 271, 250, 270, 239, 264, 277, 300, 279, 311
1700000,333, 324, 278, 280, 412, 237, 231, 302, 277, 280
1710000,252, 239, 235, 245, 333, 309, 282, 325, 296, 305
1720000,331, 376, 239, 342, 288, 283, 303, 252, 335, 321
1730000,230, 282, 258, 248, 334, 278, 282, 294, 331, 301
1740000,344, 275, 285, 348, 341, 322, 254, 268, 285, 329
1750000,349, 333, 316, 324, 337, 323, 331, 346, 325, 337
1760000,306, 335, 286, 347, 325, 296, 279, 273, 345, 327
1770000,315, 295, 289, 338, 321, 284, 328, 324, 318, 272
1780000,361, 323, 306, 374, 397, 327, 373, 369, 373, 304
1790000,400, 331, 348, 323, 329, 389, 315, 376, 361, 364
1800000,342, 344, 300, 385, 350, 352, 427, 319, 312, 359
1810000,377, 333, 323, 386, 371, 382, 340, 388, 354, 358
1820000,324, 415, 387, 326, 387, 391, 399, 335, 335, 395
1830000,358, 345, 296, 338, 358, 312, 294, 379, 348, 296
1840000,382, 373, 304, 378, 376, 394, 374, 336, 342, 389
1850000,347, 302, 293, 361, 322, 324, 340, 307, 348, 346
1860000,346, 343, 318, 362, 371, 360, 347, 353, 302, 367
1870000,373, 335, 324, 371, 351, 333, 327, 312, 383, 346
1880000,382, 320, 308, 388, 330, 364, 346, 363, 331, 355
1890000,370, 299, 312, 370, 347, 313, 367, 351, 354, 326
1900000,321, 340, 306, 353, 335, 355, 295, 300, 359, 326
1910000,402, 346, 342, 377, 346, 334, 391, 342, 312, 382
1920000,384, 464, 307, 305, 364, 324, 324, 337, 301, 321
1930000,370, 317, 374, 329, 334, 305, 328, 373, 337, 572
1940000,507, 446, 397, 533, 484, 434, 433, 490, 390, 454
1950000,417, 358, 340, 410, 364, 408, 339, 400, 343, 394
1960000,422, 359, 364, 385, 334, 384, 332, 404, 333, 384
1970000,413, 353, 342, 382, 315, 382, 299, 371, 305, 449
1980000,346, 334, 337, 320, 336, 335, 333, 314, 368, 333
1990000,387, 384, 333, 323, 352, 339, 330, 315, 394, 331
2000000,332, 353, 339, 340, 319, 373, 341, 331, 363, 376
